Area,Year,Temperature,pH,pT,ppH,keep
Hood Canal,2017,13.24520429841267,8.171964868921052,0.3125988182325826,0.49721300629845305,keep
Hood Canal,2017,18.56830437362855,7.977908771612396,0.7722867560880621,0.17327979257044332,keep
Hood Canal,2017,22.83008523257088,8.192564041195233,0.9586368231023217,0.5367265507477833,keep
Hood Canal,2017,18.732843275151623,8.19115761327318,0.7836471286402037,0.53403580822262,keep
Hood Canal,2017,20.689142076174917,8.219748633085231,0.8922176162469876,0.5882604482252234,keep
Hood Canal,2017,11.087196051164407,8.08989516174813,0.16129985251917603,0.3437990639145125,keep
Hood Canal,2017,18.506364825560553,8.273331173268392,0.7679247649676495,0.6847593742857925,keep
Hood Canal,2017,23.259844575353554,8.230143186179264,0.9667309034016354,0.6076186753718694,keep
Hood Canal,2017,13.017576193264066,7.937059533544284,0.2941489192123026,0.12756959178542324,keep
Hood Canal,2017,11.732149281571637,8.449470960488817,0.20059210831992508,0.9080904802037559,keep
Hood Canal,2017,15.833086107820668,8.175002535625449,0.5445330468359945,0.5030475136348396,keep
Hood Canal,2017,19.54423208013895,7.899140379207672,0.8346742815171277,0.093330764486153,keep
Hood Canal,2017,16.45691509057619,8.134022657559626,0.6012491008027043,0.424787152206455,keep
Hood Canal,2017,14.837718165491998,8.142771650280745,0.45261670730470377,0.44135332494714896,keep
Hood Canal,2017,18.023623304233457,7.931421415666276,0.7323840543543745,0.12198918710907783,keep
Hood Canal,2017,20.24250854161394,8.3436354177550065,0.8717692714273948,0.7937592668507071,keep
Hood Canal,2017,22.599016938655303,8.218459378099633,0.9536648000403504,0.5858433229080402,keep
Hood Canal,2017,12.515181502833478,8.052911070558821,0.25531599268157057,0.2808968296889115,keep
Hood Canal,2017,12.699382743841062,7.9104386201408685,0.26923726193500996,0.10273442060254379,keep
Hood Canal,2017,14.11974583744129,8.004645762087467,0.38758688253809953,0.20823624959913364,keep
Hood Canal,2017,18.020396120102617,8.494528981716302,0.7321375535132582,0.9389504798004521,keep
Hood Canal,2017,23.7089364019079,8.492401417798991,0.9737471793010365,0.9377037743423826,keep
Hood Canal,2017,7.758555976260972,8.16781963267306,0.039090880589871334,0.48925237428305013,keep
Hood Canal,2017,13.726649897022227,7.911346608538092,0.3531582876587679,0.1035190188577496,keep
Hood Canal,2017,16.309814686505444,8.432744051850493,0.588020548670075,0.8940860141243309,keep
Hood Canal,2017,14.09837271162957,8.192527892874882,0.3856892120453299,0.5366574131916013,keep
Hood Canal,2017,9.900414967639293,8.049868699738983,0.10303448870120563,0.27597952618857635,keep
Hood Canal,2017,11.324928989334744,8.565512021560508,0.17515750766193916,0.9704719864374308,keep
Hood Canal,2017,14.987015177881641,8.152200967734345,0.46636212777654346,0.4593224640241881,keep
Hood Canal,2017,16.80202757917913,8.302736413421673,0.6318072033281621,0.7332339548837625,keep
Hood Canal,2017,17.143481561246855,7.942790806759549,0.6612426291640183,0.13342162484162737,keep
Hood Canal,2017,16.841252640034718,7.918789083221657,0.6352321943067438,0.11011445554426395,keep
Hood Canal,2017,18.568924065396054,8.592990251933763,0.7723301624241353,0.9783120397665083,keep
Hood Canal,2017,14.820342640808303,8.131951769854483,0.45102034789288,0.42088417837126074,keep
Hood Canal,2017,23.18590013937488,8.07743992555134,0.9654393762138866,0.3220107636845172,keep
Hood Canal,2017,14.190913258204604,8.030600871576201,0.39392481857693257,0.24585440486046353,keep
Hood Canal,2017,16.069294237208823,8.054537615750132,0.5661804732645848,0.2835430323584721,keep
Hood Canal,2017,16.39939269304896,8.348568369101303,0.59608912118356,0.8004653719254469,keep
Hood Canal,2017,20.577417975600582,8.127298597370618,0.8873374629280205,0.41214328005722756,keep
Hood Canal,2017,14.695379106373624,8.06584907592843,0.4395643186032862,0.30226807199852723,keep
Hood Canal,2017,11.83652040952894,7.97892561654349,0.20745165325818857,0.17453676675968255,keep
Hood Canal,2017,17.22730623148593,8.081116610520992,0.6683288190144058,0.3283833180257658,keep
Hood Canal,2017,13.832044660580157,8.256402646832452,0.36228516576521264,0.6552545115636659,keep
Hood Canal,2017,19.443700481019416,8.198040811658695,0.8288118385337597,0.5471874473490518,keep
Hood Canal,2017,16.940653716794177,8.087866848475372,0.643862794478266,0.34021288932388827,keep
Hood Canal,2017,20.034082061754727,8.265897705749973,0.8613582475577418,0.6719342856443011,keep
Hood Canal,2017,9.967656139080832,8.361615200963191,0.10586003142772529,0.817558433805326,keep
Hood Canal,2017,12.674074785854543,8.000007380520573,0.2673022503887281,0.2018903505098,keep
Hood Canal,2017,12.723861097568381,8.394418730677062,0.27111550389017036,0.8563434965263541,keep
Hood Canal,2017,12.855595404683596,8.152009473713102,0.28133441432494877,0.4589565852366197,keep
Hood Canal,2017,20.748705276319487,7.970844827678027,0.8947562536794689,0.1647073705792069,keep
Hood Canal,2017,12.622026679082719,7.989120293558846,0.2633449026473443,0.18745740687347837,keep
Hood Canal,2017,14.723610030165062,8.124087253878665,0.442148317421556,0.4061358748464573,keep
Hood Canal,2017,18.1014789976729,8.330577708864137,0.7382960102602516,0.7753753935465687,keep
Hood Canal,2017,8.924020654519335,8.46101034314218,0.0679859005070112,0.9169194640649558,keep
Hood Canal,2017,18.35991464572495,8.580849990721076,0.7574285828952858,0.9750967340100599,keep
Hood Canal,2017,16.69028552059918,7.909709599038225,0.6219935407751096,0.10210760393930388,keep
Hood Canal,2017,15.059250004007835,8.154017844780665,0.4730280760158526,0.46279555812920703,keep
Hood Canal,2017,18.4127855374565,8.204260914445157,0.7612472528273797,0.5590281553183785,keep
Hood Canal,2017,12.628593221943035,8.226839187495207,0.2638425193703407,0.601491849895405,keep
Hood Canal,2017,14.391733331000474,8.408016081229512,0.4119560549445989,0.8706565355475957,keep
Hood Canal,2017,18.549193667034423,8.313682243224894,0.7709458610276886,0.7502646557587138,keep
Hood Canal,2017,16.854892633562827,8.30906826815139,0.6364206810299095,0.7431568317281373,keep
Hood Canal,2017,14.50997782391818,8.420789184531886,0.42266327381383184,0.8831726485055713,keep
Hood Canal,2017,13.687575731132002,8.0432972893613,0.34979559838170887,0.26550478314709586,keep
Hood Canal,2017,16.28840539804,8.400539715084582,0.586086486722291,0.8629138394760931,keep
Hood Canal,2017,18.47097949114173,8.128187146133323,0.765412081889485,0.4138091799947498,keep
Hood Canal,2017,15.947439253308445,8.52883680509207,0.5550335897904822,0.9564779425088282,keep
Hood Canal,2017,19.002908175833756,8.37228941962098,0.8015642559004215,0.8308403645353071,keep
Hood Canal,2017,17.184911890990012,8.302005511688439,0.6647523064280513,0.7320761838985427,keep
Hood Canal,2017,21.44426165812542,7.855042474217823,0.9212583899357533,0.06265857220314401,keep
Hood Canal,2017,17.162154346307517,8.141803085046854,0.662826208153471,0.43951374328829923,keep
Hood Canal,2017,10.179529209521734,7.862048098934079,0.11512839761665299,0.06692341220296631,keep
Hood Canal,2017,10.240332386919984,8.150783449864896,0.1178917297452612,0.4566149149769714,keep
Hood Canal,2017,18.234498628410925,8.404995176976154,0.7482394747957198,0.8675653031155078,keep
Hood Canal,2017,13.576206496573201,8.319992236961205,0.34027646981315673,0.7598134960845571,keep
Hood Canal,2017,13.804479328494686,8.146800251581773,0.35989026842902105,0.4490179294324453,keep
Hood Canal,2017,15.327174684763534,8.022887662546136,0.4978039050156899,0.23430905604350716,keep
Hood Canal,2017,20.497604120260956,8.048580051953833,0.8837558509100729,0.2739095402263557,keep
Hood Canal,2017,18.601622355035698,8.25216174577974,0.7746138981931333,0.6477035227384184,keep
Hood Canal,2017,12.29379725959437,8.145077813378085,0.2390963179345506,0.4457384099796174,keep
Hood Canal,2017,10.686800014401221,8.120783004671528,0.13962253029255334,0.3999776690426392,keep
Hood Canal,2017,20.458849312382277,8.355193087485535,0.8819879030456241,0.8092619767421169,keep
Hood Canal,2017,17.870489329574177,7.94068258569957,0.7205627472018208,0.13124787184102363,keep
Hood Canal,2017,11.253379428106342,8.165401390933173,0.170909551686798,0.4846100859739848,keep
Hood Canal,2017,13.875554116775227,8.274365571105317,0.36607626047154335,0.686526973866516,keep
Hood Canal,2017,9.295510926524745,8.333774189178122,0.08004344303246157,0.7799596621053528,keep
Hood Canal,2017,16.19229117220495,8.400405172321703,0.5773786638806372,0.8627716629845612,keep
Hood Canal,2017,15.724592793821085,8.227298106864097,0.5345416233630311,0.6023443898422747,keep
Hood Canal,2017,19.43076401120721,7.887562119828511,0.8280479168405447,0.0843699272131912,keep
Hood Canal,2017,21.081370831504806,7.938104755492131,0.9081420730334693,0.1286233128058312,keep
Hood Canal,2017,13.057587353901233,8.556923171240156,0.2973553059257871,0.96758469294761,keep
Hood Canal,2017,16.57158087617346,8.261361971907078,0.6114815983805413,0.6640066608148777,keep
Hood Canal,2017,11.534309229998188,8.10825729263326,0.1879691987933813,0.37687031970662827,keep
